City,State,Name,Address,Place ID,Map Link,Match Types
Acapulco de Juárez,Guerrero,Hong Xing comida china中国歺厅,"Francisco Javier Mina 9, El Parazal, 39300 Acapulco de Juárez, Gro.",ChIJJdM1uIb3yoURJn2BwNODi98,https://www.google.com/maps/place/?q=place_id:ChIJJdM1uIb3yoURJn2BwNODi98,han
Aguascalientes,Aguascalientes,Comida Sabrosa 美味,"AV Ojocaliente, Av. Alameda 159A, Ojocaliente, 20196 Aguascalientes, Ags.",ChIJPc9AeIDvKYQRvkw99TMm8_g,https://www.google.com/maps/place/?q=place_id:ChIJPc9AeIDvKYQRvkw99TMm8_g,han
Aguascalientes,Aguascalientes,KABUKI 麺やカブキ,"Adolfo López Mateos 205, Trojes de Alonso, 20908 Aguascalientes, Ags.",ChIJU9J2g_ftKYQR69dNlVCqPQI,https://www.google.com/maps/place/?q=place_id:ChIJU9J2g_ftKYQR69dNlVCqPQI,han
Aguascalientes,Aguascalientes,Peking kitchen,"Av. Aguascalientes Nte 1603, Plaza Merlot, 20157 Aguascalientes, Ags.",ChIJnSzu6HPvKYQRDHVY9GeR8pY,https://www.google.com/maps/place/?q=place_id:ChIJnSzu6HPvKYQRDHVY9GeR8pY,pinyin
Aguascalientes,Aguascalientes,邹陪左3店Mall china,"58, Av. Universidad, del Prado Nte, 20127 Aguascalientes, Ags.",ChIJXTagIgDvKYQRe-dDaztzdqc,https://www.google.com/maps/place/?q=place_id:ChIJXTagIgDvKYQRe-dDaztzdqc,han
Cadereyta Jiménez,Nuevo León,Zhōngcān 中餐,"Josefa Ortiz de Domínguez 203, Sin Nombre de Col 1, 67480 Cadereyta Jiménez, N.L.",ChIJ50t6vWnbYoYRVriFZgdNfo0,https://www.google.com/maps/place/?q=place_id:ChIJ50t6vWnbYoYRVriFZgdNfo0,han
Cancún,Quintana Roo,ASIAN FOOD 多米餐厅 DOMI RESTAURANTE,"Kilómetro 3.5 Zona Hotelera Local 4A y 4B, Lote D, Manzana 30 7-9, Kukulcan Boulevard, Zona Hotelera, 77500 Cancún, Q.R.",ChIJ3UL-2ucpTI8RbQTGnVB7_HU,https://www.google.com/maps/place/?q=place_id:ChIJ3UL-2ucpTI8RbQTGnVB7_HU,han
Cancún,Quintana Roo,BEIJING,"Plaza la Luna, Av. la Luna LT1-MZ1, 77533 Cancún, Q.R.",ChIJu1UDfaErTI8RDuQJv2gK5gc,https://www.google.com/maps/place/?q=place_id:ChIJu1UDfaErTI8RDuQJv2gK5gc,pinyin
Cancún,Quintana Roo,Beijing express,"Av. José López Portillo 4, 77518 Cancún, Q.R.",ChIJQ32lWGQrTI8RzqtZ5_LTogM,https://www.google.com/maps/place/?q=place_id:ChIJQ32lWGQrTI8RzqtZ5_LTogM,pinyin
Cancún,Quintana Roo,Hong Kong Express,"Smza.228 mza.22 lote 1 local G-9 centro comercial plaza las Américas II, Supermanzana 228, 77516 Cancún, Q.R.",ChIJN7UKcmgsTI8R9hoy2eVzPbg,https://www.google.com/maps/place/?q=place_id:ChIJN7UKcmgsTI8R9hoy2eVzPbg,pinyin
Cancún,Quintana Roo,Hong Kong Express 510,"Av México Mza 35-Lt 8, Jacinto Pat, 77535 Cancún, Q.R.",ChIJ5xmbJKArTI8ReA07JhStxlQ,https://www.google.com/maps/place/?q=place_id:ChIJ5xmbJKArTI8ReA07JhStxlQ,pinyin
Cancún,Quintana Roo,Hong Kong Express López,"Av. José López Portillo 01-Loc. G, H and J, Villas Carobin, 77538 Cancún, Q.R.",ChIJe9ZWHWYrTI8RwwvCiP9RigI,https://www.google.com/maps/place/?q=place_id:ChIJe9ZWHWYrTI8RwwvCiP9RigI,pinyin
Cancún,Quintana Roo,Hong Kong Restaurant,"Av. Xcaret Mz. 2 Lt. 6, Supermanzana 35, SM. 35, 77500 Cancún, Q.R.",ChIJCUbAonqv14ARD8kapb9XMNs,https://www.google.com/maps/place/?q=place_id:ChIJCUbAonqv14ARD8kapb9XMNs,pinyin
Cancún,Quintana Roo,柚柚派華人旅遊地接,"Av. la Luna 21, 77506 Cancún, Q.R.",ChIJMbQNBkkrTI8RyC2nT3GBpjk,https://www.google.com/maps/place/?q=place_id:ChIJMbQNBkkrTI8RyC2nT3GBpjk,han
Chetumal,Quintana Roo,El Junco de Hong Kong,"Av Reforma 21, Plutarco Elías Calles, 77000 Chetumal, Q.R.",ChIJwwM-qnOjW48RjP_dkH1uO_U,https://www.google.com/maps/place/?q=place_id:ChIJwwM-qnOjW48RjP_dkH1uO_U,pinyin
Chihuahua,Chihuahua,Comida China Buffet Chang Sheng ( 中国餐厅）,"Av. Tecnológico 7313, Unidad Vallarta, Tecnológico, 31120 Chihuahua, Chih.",ChIJe3ETifRD6oYR1C_Gyh2Znuk,https://www.google.com/maps/place/?q=place_id:ChIJe3ETifRD6oYR1C_Gyh2Znuk,han
Chihuahua,Chihuahua,LANZHOU RESTAURANT,"Avenida Universidad 3507, Universidad, 31203 Chihuahua, Chih.",ChIJscHbQBFD6oYRJw8XGcQsmmQ,https://www.google.com/maps/place/?q=place_id:ChIJscHbQBFD6oYRJw8XGcQsmmQ,pinyin
Chilpancingo de los Bravo,Guerrero,Shi Wei Xian,"Lic. René Juárez Cisneros 130-207, Fraccionamiento Villas Vicente Guerrero, 39010 Chilpancingo de los Bravo, Gro.",ChIJP72GYZbry4URJHKwqtUglHk,https://www.google.com/maps/place/?q=place_id:ChIJP72GYZbry4URJHKwqtUglHk,pinyin
Ciudad Apodaca,Nuevo León,宜宾燃面,"Nuevo León, Cdad. Apodaca, Sta. Rosa - Mezquital, Avenida Concordia邮政编码: 66610",ChIJxceIRwDtYoYR6almhNV-KGQ,https://www.google.com/maps/place/?q=place_id:ChIJxceIRwDtYoYR6almhNV-KGQ,han
Ciudad Apodaca,Nuevo León,火锅店,"Valle de Aragón 1036, Valle de Los Nogales, 66610 Cdad. Apodaca, N.L.",ChIJu1_WNwDtYoYRg0yqQirgRTI,https://www.google.com/maps/place/?q=place_id:ChIJu1_WNwDtYoYRg0yqQirgRTI,han
Ciudad Benito Juárez,Nuevo León,Comida china Shenzhen,"Av. Ruiz Cortines 1000, 67258 Cdad. Benito Juárez, N.L.",ChIJlciiAADpYoYReJJBjbtD_uo,https://www.google.com/maps/place/?q=place_id:ChIJlciiAADpYoYReJJBjbtD_uo,pinyin
Ciudad Benito Juárez,Nuevo León,COMIDA CHINA SHENZHEN,"Carr. a San Roque 1001-3, villa de San Francisco, 67276 Cdad. Benito Juárez, N.L.",ChIJWe3CSvbDYoYRHuexjqil4Po,https://www.google.com/maps/place/?q=place_id:ChIJWe3CSvbDYoYRHuexjqil4Po,pinyin
Ciudad Benito Juárez,Nuevo León,COMIDA CHINA 兴Xing Long隆,"Vista de la Primavera 419A, Vistas del Rio, 67251 Cdad. Benito Juárez, N.L.",ChIJW-DLQwDDYoYRsPZDbd9AHO0,https://www.google.com/maps/place/?q=place_id:ChIJW-DLQwDDYoYRsPZDbd9AHO0,han
Ciudad Obregón,Sonora,Restaurant Beijing,"Av. Miguel Alemán 850, Norte, Urb. No. 4, 85000 Cdad. Obregón, Son.",ChIJ07nVEJcVyIYRXYEO8DYRJtk,https://www.google.com/maps/place/?q=place_id:ChIJ07nVEJcVyIYRXYEO8DYRJtk,pinyin
Ciudad Obregón,Sonora,Restaurant Hong Kong,"Calle Hermenegildo Galeana 302, Centro, Urb. No. 7, 85000 Cdad. Obregón, Son.",ChIJTYn19owVyIYRr0PT1CLlha0,https://www.google.com/maps/place/?q=place_id:ChIJTYn19owVyIYRr0PT1CLlha0,pinyin
Cuernavaca,Morelos,Montaña del Dragón 龙山,"Santa María Ahuacatitlán, 62100 Cuernavaca, Morelos",ChIJ8w5PDCLhzYURc4z527JUbFI,https://www.google.com/maps/place/?q=place_id:ChIJ8w5PDCLhzYURc4z527JUbFI,han
Culiacán Rosales,Sinaloa,Shanghai restaurante,"Blvd. Constitución 444, Jorge Almada, Almada, 80200 Culiacán Rosales, Sin.",ChIJTYZxphnavIYRth8BHMEf2-k,https://www.google.com/maps/place/?q=place_id:ChIJTYZxphnavIYRth8BHMEf2-k,pinyin
Culiacán Rosales,Sinaloa,SHANGHAI TRES RIOS,"ENRIQUE, Blvrd Enrique Sánchez Alonso 2093, Desarrollo Urbano Tres Ríos, 80020 Culiacán Rosales, Sin.",ChIJEeR934DbvIYRF91yFPI2Zto,https://www.google.com/maps/place/?q=place_id:ChIJEeR934DbvIYRF91yFPI2Zto,pinyin
Dulces Nombres,Nuevo León,comida china shenzhen,"Av. San Fernando 308, 66670 Dulces Nombres, N.L.",ChIJ5dCIdgDpYoYRGyA1BmsrNyU,https://www.google.com/maps/place/?q=place_id:ChIJ5dCIdgDpYoYRGyA1BmsrNyU,pinyin
Durango,Durango,Hong kong comida China,"Blvd. Francisco Villa 3700, Cd Industrial, 34208 Durango, Dgo.",ChIJV1v6VwC3m4YROsoT9JN4l0Q,https://www.google.com/maps/place/?q=place_id:ChIJV1v6VwC3m4YROsoT9JN4l0Q,pinyin
El Pueblito,Querétaro,Shi Wei Xian 食为先,"Plaza punta real, local 16, Puerta Real Residencial Desarrollo Urbana 08, 76910 El Pueblito, Qro.",ChIJUQ7zWCJF04URJCE5xVN-yBU,https://www.google.com/maps/place/?q=place_id:ChIJUQ7zWCJF04URJCE5xVN-yBU,han
Ensenada,Baja California,Restaurante Cong Chau 广州酒家,"Prolongacion, Calz. Cortez 100, Independencia, 22840 Ensenada, B.C.",ChIJwS3ZmYmN2IARCYRgjwUmoBA,https://www.google.com/maps/place/?q=place_id:ChIJwS3ZmYmN2IARCYRgjwUmoBA,han
Ensenada,Baja California,Restaurante Gran Hong Kong,"Av. Miramar 51-53, Zona Centro, 22800 Ensenada, B.C.",ChIJj9P_8maS2IARyPfW2U05uQY,https://www.google.com/maps/place/?q=place_id:ChIJj9P_8maS2IARyPfW2U05uQY,pinyin
Fresnillo,Zacatecas,Hong Kong,"Calle Fco. J. Mina, Centro, 99000 Fresnillo, Zac.",ChIJ-YgGkaQLg4YReBQA1-dT6Y0,https://www.google.com/maps/place/?q=place_id:ChIJ-YgGkaQLg4YReBQA1-dT6Y0,pinyin
Guadalajara,Jalisco,El Dragón Rojo （华龙中餐厅 Hua Long）,"C. Miguel Blanco 871, Zona Centro, 44100 Guadalajara, Jal.",ChIJ9-uCIdixKIQRQcoHtFtKYhc,https://www.google.com/maps/place/?q=place_id:ChIJ9-uCIdixKIQRQcoHtFtKYhc,han
Guadalajara,Jalisco,Kumian Ramen 中華料理,"Av. Fidel Velazquez 913, Santa Elena Alcalde, 44220 Guadalajara, Jal.",ChIJFX6fFgCxKIQR92cQTiT0ukQ,https://www.google.com/maps/place/?q=place_id:ChIJFX6fFgCxKIQR92cQTiT0ukQ,han
Guadalajara,Jalisco,Shun Fa Super Oriental - 順發超市,"Héroes de la Independencia 83, Centro, 44290 Guadalajara, Jal.",ChIJx1RBEqixKIQRzGuW2nTbOAY,https://www.google.com/maps/place/?q=place_id:ChIJx1RBEqixKIQRzGuW2nTbOAY,han
Guadalajara,Jalisco,YUDU HOTPOT 渝都火锅,"C. Donato Guerra 26, Zona Centro, 44100 Guadalajara, Jal.",ChIJt-jZ4kuxKIQRYPWb_RnVopE,https://www.google.com/maps/place/?q=place_id:ChIJt-jZ4kuxKIQRYPWb_RnVopE,han
Guadalajara,Jalisco,家家樂華人超市,"Héroes de la Independencia 1, Zona Centro, 44100 Guadalajara, Jal.",ChIJsciB2g6xKIQRI9bSCPr_NRQ,https://www.google.com/maps/place/?q=place_id:ChIJsciB2g6xKIQRI9bSCPr_NRQ,han
Guadalajara,Jalisco,老梅仔 (中餐馆) - Lao Mei Zai (COMIDA ORIGINAL CHINA),"Calz. Revolución 170, Analco, 44450 Guadalajara, Jal.",ChIJ0-j4EACzKIQRaATR650nxeQ,https://www.google.com/maps/place/?q=place_id:ChIJ0-j4EACzKIQRaATR650nxeQ,han
Guadalupe,Zacatecas,Restaurante Hong Kong La Florida,"La Florida 203, Las Arboledas, 98168 Guadalupe, Zac.",ChIJq8SFstqpgIYRSnXXGCPd1oE,https://www.google.com/maps/place/?q=place_id:ChIJq8SFstqpgIYRSnXXGCPd1oE,pinyin
Guanajuato,Guanajuato,鑫发中餐,"Av. Benito Juárez 139, Zona Centro, 36000 Guanajuato, Gto.",ChIJO1bs_g50K4QRFKHt2mq7A4U,https://www.google.com/maps/place/?q=place_id:ChIJO1bs_g50K4QRFKHt2mq7A4U,han
Hermosillo,Sonora,Comida China Jing Hu 京湖,"Blvd. Juan Bautista de Escalante 140, Alto Valle, 83106 Hermosillo, Son.",ChIJpUpxsviHzoYRbxkry-gvPE4,https://www.google.com/maps/place/?q=place_id:ChIJpUpxsviHzoYRbxkry-gvPE4,han
Heroica Puebla de Zaragoza,Puebla,Lanzhou Ramen,"Blvd. Xonacatepec 174, Bosques de San Sebastián, 72310 Heroica Puebla de Zaragoza, Pue.",ChIJt7BuJADrz4UR2o85mv_KKD0,https://www.google.com/maps/place/?q=place_id:ChIJt7BuJADrz4UR2o85mv_KKD0,pinyin
Irapuato,Guanajuato,MI CHA 觅茶 té y tapioca,"Blvd. Lázaro Cárdenas 261, Moderna, 36690 Irapuato, Gto.",ChIJoyM0RB9_LIQRiOER-pH5Jp8,https://www.google.com/maps/place/?q=place_id:ChIJoyM0RB9_LIQRiOER-pH5Jp8,han
Irapuato,Guanajuato,MI CHA 觅茶 té y tapioca C.C Fragaria,"Blvrd Paseo Solidaridad 13588-local 08, Terracota, 36620 Irapuato, Gto.",ChIJewCB9DR_LIQRgla0TCJqHOI,https://www.google.com/maps/place/?q=place_id:ChIJewCB9DR_LIQRgla0TCJqHOI,han
Irapuato,Guanajuato,MI CHA 觅茶 té y tapioca Plaza Cibeles,"Blvd. a Villas de Irapuato #1443 Local 98, Colonia Ejido, Segundo piso, Plaza Cibeles, 36643 Irapuato, Gto.",ChIJc-RaquB_LIQRwmjy3961UmU,https://www.google.com/maps/place/?q=place_id:ChIJc-RaquB_LIQRwmjy3961UmU,han
Juárez,Chihuahua,Hong Kong City - by Comida China Jrz,"Av. Paseo Triunfo de la República 4630, Monumental, 32310 Juárez, Chih.",ChIJDZHEYFZZ54YRgWMh8fppsyk,https://www.google.com/maps/place/?q=place_id:ChIJDZHEYFZZ54YRgWMh8fppsyk,pinyin
Juriquilla,Querétaro,Clínica Taiyang 太阳,"Residencial Caletto, Blvd. Jurica la Campana 1000, 76230 Juriquilla, Qro.",ChIJvz-OhphX04URiZz1MQHU0fo,https://www.google.com/maps/place/?q=place_id:ChIJvz-OhphX04URiZz1MQHU0fo,han
Juriquilla,Querétaro,中国超市旺旺食品商店WANGWANG,"Anillo Vial Fray Junípero Serra 2651, Santa Fé, 76230 Juriquilla, Qro.",ChIJzRGuZclX04URkNE0bYRHJpU,https://www.google.com/maps/place/?q=place_id:ChIJzRGuZclX04URkNE0bYRHJpU,han
La Paz,Baja California Sur,Gran China (大中華),"Ignacio Manuel Altamirano esquina Ignacio Altamirano, Centro, Zona Central, 23000 La Paz, B.C.S.",ChIJiUEPXFvTr4YR9jv7vsnYUkE,https://www.google.com/maps/place/?q=place_id:ChIJiUEPXFvTr4YR9jv7vsnYUkE,han
La Paz,Baja California Sur,Restaurant Bar Dragón de Oro (金龍酒家),"Ignacio Allende, C. Francisco I. Madero 96 Esq, Zona Central, 23000 La Paz, B.C.S.",ChIJu6l6m1DTr4YRJyP_gjRnVPE,https://www.google.com/maps/place/?q=place_id:ChIJu6l6m1DTr4YRJyP_gjRnVPE,han
La Paz,Baja California Sur,Restaurant Jeon San (香山酒家),"Av, Revolución de 1910, Zona Central, 23000 La Paz, B.C.S.",ChIJCzhDMFnTr4YRIPoCvoPqJKg,https://www.google.com/maps/place/?q=place_id:ChIJCzhDMFnTr4YRIPoCvoPqJKg,han
Las Juntas,Jalisco,COCINA EXPRESS SHANGHAI,"Venustiano Carranza num316 local D Delegacion, Puerto Vallarta, 48291 Las Juntas, Jal.",ChIJU3IZqQ1HIYQR7eBscR-Sho8,https://www.google.com/maps/place/?q=place_id:ChIJU3IZqQ1HIYQR7eBscR-Sho8,pinyin
León de los Aldama,Guanajuato,Asia Market Leon 亞洲超市,"Blvd. Hermanos Aldama 2502-local 4, Industrial la Pompa, 37490 León de los Aldama, Gto.",ChIJaRhqSkS_K4QRUmbNXtBTo8E,https://www.google.com/maps/place/?q=place_id:ChIJaRhqSkS_K4QRUmbNXtBTo8E,han
León de los Aldama,Guanajuato,One Family Hot Pot Restaurant 一家人重庆火锅店,"A. Francia 604, Los Paraisos, 37328 León de los Aldama, Gto.",ChIJj2YTqDW_K4QRKdfrcKY1T4Y,https://www.google.com/maps/place/?q=place_id:ChIJj2YTqDW_K4QRKdfrcKY1T4Y,han
León de los Aldama,Guanajuato,Vitalita Masaje Oriental 中式按摩,"Blvr. Mariano Escobedo Pte. 2502-Local 4 -5, León Moderno, 37480 León de los Aldama, Gto.",ChIJ4R70r62_K4QR4S_wiTK93Nk,https://www.google.com/maps/place/?q=place_id:ChIJ4R70r62_K4QR4S_wiTK93Nk,han
Manzanillo,Colima,Comida China Zui Xiang Chun,"Reforma 29, Santiago Centro, 28860 Manzanillo, Col.",ChIJBaZoYvfXJIQRoFnIUf-Uzsg,https://www.google.com/maps/place/?q=place_id:ChIJBaZoYvfXJIQRoFnIUf-Uzsg,pinyin
Mazatlán,Sinaloa,"""Ruixiang"" Comida China","Mazatlan ÌII, 82195 Mazatlán, Sin.",ChIJBWonC_xSn4YR4CJuYWJqsr8,https://www.google.com/maps/place/?q=place_id:ChIJBWonC_xSn4YR4CJuYWJqsr8,pinyin
Mazatlán,Sinaloa,Mi té 蜜茶,"Apolo 82123, Alameda, 82123 Mazatlán, Sin.",ChIJ86HCDgdTn4YRDzKwKqNnV9M,https://www.google.com/maps/place/?q=place_id:ChIJ86HCDgdTn4YRDzKwKqNnV9M,han
Mérida,Yucatán,Fu Xiang,"C. 65 205, Cortés Sarmiento, 97168 Mérida, Yuc.",ChIJPeFRfgNxVo8R8Tdzlyr6c3M,https://www.google.com/maps/place/?q=place_id:ChIJPeFRfgNxVo8R8Tdzlyr6c3M,pinyin
Metepec,Estado de México,Comida China Buffet Zhu yuan 竹苑,"BLVRD TOLUCA METEPEC, Calle Guadalupe Victoria 601, La Purisima, 52169 Metepec, Méx.",ChIJ-W6_wm6LzYURxBMHnBryvJA,https://www.google.com/maps/place/?q=place_id:ChIJ-W6_wm6LzYURxBMHnBryvJA,han
Mexicali,Baja California,Beijing Restaurante,"Calz. Justo Sierra 891, Cuauhtémoc Sur, 21200 Mexicali, B.C.",ChIJMSBeAxVw14ARF6u-oe-FiDc,https://www.google.com/maps/place/?q=place_id:ChIJMSBeAxVw14ARF6u-oe-FiDc,pinyin
Mexicali,Baja California,Palacio Hunan,"Blvd. Benito Juárez 3, Las Palmas, 21360 Mexicali, B.C.",ChIJT0xkHfVw14ARzk5_K1cT8MA,https://www.google.com/maps/place/?q=place_id:ChIJT0xkHfVw14ARzk5_K1cT8MA,pinyin
